datetime,temp,dew,humidity,windspeed
06-09-2020,30.4,27.5,84.8,17.1
07-09-2020,28.7,25.6,83.4,19.6
08-09-2020,29.7,25.6,79.3,21.1
09-09-2020,30.1,26.8,82.6,20.5
10-09-2020,29.6,26.1,81.5,17.2
11-09-2020,28.9,25.9,84.4,16.6
12-09-2020,28.2,25.4,85.2,27
13-09-2020,28.3,25.3,84.4,22.3
14-09-2020,27.6,25.1,86.8,19.6
15-09-2020,27.7,25.2,86.5,16.9
16-09-2020,27.7,25.7,88.9,15.9
17-09-2020,27.3,25.5,90.2,16.6
18-09-2020,27,25.3,90.4,9.4
19-09-2020,27.4,26.1,92.7,10
20-09-2020,28.9,25.4,82,17.2
21-09-2020,28.1,26.3,90.4,17.3
22-09-2020,26.7,25.8,95,18.4
23-09-2020,26,25.7,98.2,21.7
24-09-2020,27.4,25.8,91.6,16.1
25-09-2020,28,25.6,86.9,16.6
26-09-2020,29,24.2,75.7,19.8
27-09-2020,28.7,24.5,79,16.1
28-09-2020,28.5,24.6,79.9,16.4
29-09-2020,28.8,24.6,78.5,21.1
30-09-2020,28.9,24.5,77.9,22.3
01-10-2020,29,24.3,76.2,19.6
02-10-2020,29.2,25.4,80.5,20.6
03-10-2020,28.8,26,85,20.5
04-10-2020,27.2,24.8,87.2,22.3
05-10-2020,28.5,25.5,83.8,18.4
06-10-2020,29,25.6,82.3,21.8
07-10-2020,30,25.6,77.6,17.1
08-10-2020,29.9,26.4,81.6,14.8
09-10-2020,31.1,24.9,70.9,18.4
10-10-2020,30,26.2,80.9,15.5
11-10-2020,29,26,84.2,12.5
12-10-2020,29.3,26.3,84.3,14.8
13-10-2020,29.5,27,87.1,15.5
14-10-2020,28.5,26.3,88.2,13
15-10-2020,27.4,26.2,93.7,14.8
16-10-2020,29.1,24.8,78.5,14.9
17-10-2020,29.1,23.7,72.7,17
18-10-2020,28.7,24.5,78.7,18.4
19-10-2020,28.9,25.8,83.5,18.4
20-10-2020,29.6,26.8,85.7,18.4
21-10-2020,29.6,26.4,83.7,17.8
22-10-2020,28.9,26.2,85.7,18.4
23-10-2020,29.1,25.3,80.2,16.7
24-10-2020,29.5,26.7,85.5,19.9
25-10-2020,29.6,26.1,81.9,16.1
26-10-2020,29.6,23.9,72.7,16.6
27-10-2020,29.9,20.3,58.2,14.9
28-10-2020,29.6,22.3,65.6,15.5
29-10-2020,29.3,23,69.7,16.6
30-10-2020,29.6,22,65.6,22.3
31-10-2020,29.1,19.4,58.2,16
01-11-2020,28.9,18.8,56,15.3
02-11-2020,29.7,21.5,62.9,15.4
03-11-2020,29.8,21.1,60.8,16.1
04-11-2020,29.8,19.8,57.6,13
05-11-2020,29.5,17.9,51.9,14.2
06-11-2020,29.3,16.2,47.4,18.4
07-11-2020,28.8,17.7,52.9,16.6
08-11-2020,29.8,17.1,48,17.2
09-11-2020,29,16.1,48.2,13.5
10-11-2020,28.1,15.3,48.7,18.7
11-11-2020,27.4,12.2,41.5,17.2
12-11-2020,28,13,40.9,16.6
13-11-2020,28.4,18.7,56.9,18.4
14-11-2020,29.5,20.9,61.3,19.3
15-11-2020,29.7,22.3,65.4,17.1
