datetime,temp,dew,humidity,windspeed
01-01-2016,28.4,11.9,37.8,16.6
02-01-2016,26.8,13,44.8,16.6
03-01-2016,25.5,14.6,52.8,18.4
04-01-2016,26.4,13.1,46.6,16.6
05-01-2016,27.1,13.5,44.9,16.6
06-01-2016,26.9,14.3,48.2,14.8
07-01-2016,26.1,17,58,15.8
08-01-2016,26.6,16.5,55.2,13
09-01-2016,26.3,13.5,47.6,16.6
10-01-2016,26,12.5,45.3,16.6
11-01-2016,26.1,14.6,50.4,24.1
12-01-2016,25.1,17.5,64.5,16.6
13-01-2016,24.6,17,64,16.6
14-01-2016,23.9,16.5,64.2,25.9
15-01-2016,23.6,16.3,64.8,16.6
16-01-2016,24.1,15.7,60.7,13
17-01-2016,24,14.7,58.3,16.6
18-01-2016,23.7,14.4,58.2,16.6
19-01-2016,23.5,10.3,45.8,20.5
20-01-2016,23.2,8.6,41.5,32.4
21-01-2016,23.9,9.2,41.5,18.4
22-01-2016,25.6,7.2,32.2,18.4
23-01-2016,25.9,9.1,36.4,18.4
24-01-2016,26.7,11.2,39.8,18.4
25-01-2016,25.2,11.7,45.3,18.4
26-01-2016,23.8,12,49.7,22.3
27-01-2016,23.7,16.1,64.4,18.4
28-01-2016,25.1,15.4,57,14.8
29-01-2016,26.5,16.6,57.2,18.4
30-01-2016,26.8,17.9,59.5,16.6
31-01-2016,26.4,18.3,62.3,16.6
01-02-2016,26.5,17.5,59.9,18.4
02-02-2016,26.7,15.7,53,16.6
03-02-2016,25.7,13.7,49.9,16.6
04-02-2016,24.6,14.6,55.4,22.3
05-02-2016,24.1,18,69.7,22
06-02-2016,23.6,16.5,66.5,16.6
07-02-2016,24,16.6,64.2,20.5
08-02-2016,24,16.6,64.4,18.4
09-02-2016,25.5,18.6,67.2,18.4
10-02-2016,25.9,17.4,62.9,18.4
11-02-2016,24.6,18.8,71,20.5
12-02-2016,23.8,17.1,67.8,20.5
13-02-2016,23.8,16,62.6,18.4
14-02-2016,24.8,12.7,50.3,24.1
15-02-2016,25.3,11.6,43.5,18.4
16-02-2016,26,16,56.4,18.4
17-02-2016,26,20.9,75,24.1
18-02-2016,26.5,18.9,64.4,22.3
19-02-2016,26.6,20.5,69.9,18.4
20-02-2016,27.6,19,60.4,20.5
21-02-2016,28.2,14.9,46.3,18.4
22-02-2016,27.4,9.4,34.3,22.3
23-02-2016,26,16.3,57,20.5
24-02-2016,25.7,21,76.3,25.9
25-02-2016,25.9,19.4,69.5,18.4
26-02-2016,26.3,19.6,68.4,20.5
27-02-2016,27.6,20.5,67.8,20.5
28-02-2016,27.5,22,72.9,20.5
29-02-2016,27.7,21.4,69.6,18.4
01-03-2016,28.6,20.5,62.9,20.5
02-03-2016,29.5,21.5,63.5,20.5
03-03-2016,30.8,19.4,52.6,18.4
04-03-2016,28.8,18,52.9,18.4
05-03-2016,28.8,18.4,55.6,20.5
06-03-2016,27.8,18,57.5,20.5
07-03-2016,28,17.3,53.9,20.5
08-03-2016,29.3,15.9,46.9,18.4
09-03-2016,29.1,17,49.3,24.1
10-03-2016,29.3,17.6,51.6,22.3
11-03-2016,29.7,20.3,59.7,18.4
12-03-2016,28,19.9,62.6,22.3
13-03-2016,27,20.6,69.1,18.4
14-03-2016,26.6,20.1,68,24.1
15-03-2016,27.4,19,61.6,25.9
16-03-2016,27.5,20.9,68.5,20.5
17-03-2016,27.5,21.8,72.1,18.4
18-03-2016,28.9,21.6,66.1,24.1
19-03-2016,31.2,18.8,51.8,18.4
20-03-2016,31.4,18.7,49.3,14.8
21-03-2016,30.4,18.2,52,20.5
22-03-2016,29.7,17.9,51.4,24.1
23-03-2016,31.7,16,43,20.5
24-03-2016,29.1,22.9,70,22.3
25-03-2016,28.4,24.1,78.1,23.4
26-03-2016,28.9,23.5,73.6,22.3
27-03-2016,30.7,21.1,58.3,20.5
28-03-2016,30.4,18.6,53.4,18.4
29-03-2016,29,22.4,69.4,22.3
30-03-2016,29.1,21.6,66.5,18.4
31-03-2016,28.3,22.1,70.6,22.3
01-04-2016,28.2,22.9,73.9,22.3
02-04-2016,28.3,23.7,76.6,22.3
03-04-2016,28.5,23.6,75.5,20.5
04-04-2016,29.1,23.8,73.7,18.4
05-04-2016,28.6,23.9,75.7,20.5
06-04-2016,28.8,22.2,67.9,24.1
07-04-2016,29.8,20.7,60.9,24.1
08-04-2016,30.6,17.4,48.9,20.5
09-04-2016,30.5,20.2,56.3,17.6
10-04-2016,30.3,21.9,62.1,25.9
11-04-2016,31,21.5,59.3,22.3
12-04-2016,30.7,21.8,61,24.1
13-04-2016,29.3,23.6,71.7,20.5
14-04-2016,29.2,22.9,69.8,20.5
15-04-2016,29.4,22.9,69.2,22.3
16-04-2016,29.2,23.3,71.2,27.7
17-04-2016,28.8,22.9,71.4,22.3
18-04-2016,30,23.9,71,24.1
19-04-2016,30.5,23.5,67,22.3
20-04-2016,30,24.1,71.2,22.3
21-04-2016,29.1,24.2,75,22.3
22-04-2016,28.6,22.3,69.5,22.3
23-04-2016,29.1,22.9,69.6,20
24-04-2016,29.1,22.8,69.1,20.5
25-04-2016,28.9,22.4,68.6,18.4
26-04-2016,29.5,23.1,69.8,17.2
27-04-2016,32.2,21,56.1,24.1
28-04-2016,31.7,22.1,58.3,24.1
29-04-2016,30.3,24.7,72.6,22.3
30-04-2016,29.9,24,71.4,22.3
01-05-2016,29.9,24.5,73.5,22.3
02-05-2016,30,24.7,74,22.3
03-05-2016,30.1,24.4,72.6,24.1
04-05-2016,29.9,24.6,73.5,22.3
05-05-2016,30.1,24.4,72,22.3
06-05-2016,29.9,23.7,69.8,22.3
07-05-2016,29.9,24.1,71.5,24.1
08-05-2016,30.3,24.7,72.4,22.3
09-05-2016,30,24.6,73.1,22.7
10-05-2016,30.1,25.1,75,18.4
11-05-2016,30.5,25.5,75.1,20.5
12-05-2016,30.2,25.6,76.7,25.9
13-05-2016,30.7,25.7,75.4,20.5
14-05-2016,31.1,25.9,74.3,24.1
15-05-2016,30.7,26,75.9,24.1
16-05-2016,30.8,26.1,76.5,24.1
17-05-2016,30.9,26.1,76.2,20.5
18-05-2016,31,26.4,76.9,24.1
19-05-2016,31.3,26,73.7,22.3
20-05-2016,31.3,25.9,73.1,22.3
21-05-2016,31.5,25.9,72.7,27.4
22-05-2016,31.5,25.7,71.7,22.3
23-05-2016,31.5,25.9,72.4,22.3
24-05-2016,31.6,25.8,71.7,25.9
25-05-2016,31.7,26,72.1,24.1
26-05-2016,31.7,25.6,70.6,22.3
27-05-2016,31.6,25.5,70.3,22.3
28-05-2016,31.5,25.5,70.8,22.3
29-05-2016,31.6,25.7,70.8,24.1
30-05-2016,31.8,25.4,69.2,20.5
31-05-2016,31.8,25.4,69.4,22.3
01-06-2016,31.8,25.4,69.1,22.3
02-06-2016,31.8,25.3,69.3,24.1
03-06-2016,31.8,25.1,68.1,24.1
04-06-2016,31.7,25.8,71.3,22.3
05-06-2016,30.9,25.5,73.4,25.9
06-06-2016,31.3,25.9,73.2,18.4
07-06-2016,31.8,26.5,73.9,20.5
08-06-2016,31.9,25.6,69.8,24.1
09-06-2016,32,25.8,69.9,20.5
10-06-2016,31.8,26,71.3,24.1
11-06-2016,29.8,26.2,81,22.3
12-06-2016,31.3,26.5,76.1,24.1
13-06-2016,31.9,26,71.2,24.1
14-06-2016,31.3,25.8,73,29.5
15-06-2016,31.4,26,73.4,25.9
16-06-2016,31.4,25.8,72.2,25.6
17-06-2016,31.3,25.6,71.6,24.1
18-06-2016,31.3,25.2,70.5,24.1
19-06-2016,29.6,25.2,77.9,22.3
20-06-2016,27.3,24.7,86,16.6
21-06-2016,28.1,25.6,86.8,22.3
22-06-2016,28.4,25.1,82.8,18.4
23-06-2016,28,25.2,85.3,22.3
24-06-2016,27.2,25.5,90.7,27.4
25-06-2016,26.6,25.1,91.7,22.3
26-06-2016,26.5,24.9,91.4,22.3
27-06-2016,27,25.5,91.7,29.9
28-06-2016,27.1,25.9,93.4,24.1
29-06-2016,26.1,24.7,92.6,20.8
30-06-2016,27.1,25.2,90,24.1
01-07-2016,27.1,26.1,94.2,20.5
02-07-2016,27.3,26,92.8,27.7
03-07-2016,27.8,26.1,90.8,27.7
04-07-2016,27.7,26,90.7,34.2
05-07-2016,27.5,25.5,89.2,33.5
06-07-2016,28.1,25.6,86.7,25.9
07-07-2016,28.6,25.6,83.7,20.5
08-07-2016,28.5,25.7,85.1,24.1
09-07-2016,28.6,25.7,84.5,26.6
10-07-2016,28.4,25.5,84.7,37.1
11-07-2016,28.3,25.9,86.7,35.3
12-07-2016,28.4,25.9,86.1,31
13-07-2016,28.1,25.5,86.1,27.7
14-07-2016,27.2,25.4,90,25.9
15-07-2016,27.9,25.4,86.8,24.1
16-07-2016,28.3,25.2,83.6,24.1
17-07-2016,27.5,25.2,87.6,20.5
18-07-2016,27.3,25,87.6,24.1
19-07-2016,26.2,25,92.9,25.9
20-07-2016,27.6,24.9,85.5,22.3
21-07-2016,25.8,24.4,91.6,14.8
22-07-2016,27.3,25.1,88.2,24.1
23-07-2016,27.7,25.2,86.5,27.7
24-07-2016,27.6,25,85.9,18.4
25-07-2016,27.9,25.4,86.8,16.6
26-07-2016,26.6,24.8,90.3,16.6
27-07-2016,26.1,24.3,90.4,14.8
28-07-2016,26.1,24.3,90.2,16.6
29-07-2016,25.7,24.7,94.8,14.8
30-07-2016,26.7,24.8,89.7,22.3
31-07-2016,26.7,25.2,91.9,27
01-08-2016,26.8,25,90.5,33.5
02-08-2016,27.5,25.1,86.5,33.5
03-08-2016,27.7,25.3,87,33.5
04-08-2016,28.3,25.5,85,29.5
05-08-2016,27,25.6,92.1,27.7
06-08-2016,27.5,25.3,88,37.1
07-08-2016,28.3,25,82.6,24.1
08-08-2016,28.5,25.3,82.9,27.7
09-08-2016,28.3,25.1,82.9,25.9
10-08-2016,28.2,25,83,34.2
11-08-2016,27.9,25.1,84.8,25.9
12-08-2016,28.2,25.3,84.4,27.7
13-08-2016,28.5,25.1,82.3,25.9
14-08-2016,28.2,24.9,82,31.7
15-08-2016,28.4,25,82.1,29.2
16-08-2016,28.6,24.7,79.3,25.9
17-08-2016,28.5,24.7,80.2,25.9
18-08-2016,28.3,24.8,81.9,24.1
19-08-2016,28.5,24.8,80.5,22.3
20-08-2016,28.4,24.8,81,24.1
21-08-2016,28.6,25,81,22.3
22-08-2016,28.2,25.2,83.8,20.5
23-08-2016,27.2,24.8,86.7,22.3
24-08-2016,28,25.1,84.5,25.9
25-08-2016,28.4,24.5,79.6,24.1
26-08-2016,26.5,24.8,90.2,16.6
27-08-2016,25.4,24.7,95.8,14.8
28-08-2016,26.5,25.2,92.4,18.4
29-08-2016,27.9,25.2,85.4,25.9
30-08-2016,27.9,25.2,85.5,20.5
31-08-2016,28.1,24.6,81.6,24.1
01-09-2016,28,24.7,82.6,22.3
02-09-2016,27.1,24.4,85.5,25.9
03-09-2016,27.2,24.2,84,20.5
04-09-2016,28.3,23.8,76.7,22.3
05-09-2016,28.3,23.2,74,22.3
06-09-2016,28.5,23.2,73.4,22.3
07-09-2016,27.8,23.3,76.9,24.1
08-09-2016,27.8,23.5,77.9,18.4
09-09-2016,27.4,23.8,81.4,22.3
10-09-2016,27.1,23.9,82.6,24.1
11-09-2016,27.9,24.1,80.5,18.4
12-09-2016,28.2,24.1,78.7,18.4
13-09-2016,28.1,24.3,80.4,18.4
14-09-2016,28.7,24.5,78.8,18.4
15-09-2016,26.7,24.9,90.6,20.5
16-09-2016,26.9,25,89.5,13
17-09-2016,26.4,25,92.5,18.4
18-09-2016,26,25.1,94.4,25.9
19-09-2016,26.8,24.7,88.4,22.3
20-09-2016,25.4,24.3,93.8,22.3
21-09-2016,25.6,24.7,94.6,20.5
22-09-2016,26.8,25,90.1,26.6
23-09-2016,27.2,25.8,92.5,31.3
24-09-2016,26.9,24.9,88.8,24.8
25-09-2016,27.3,24.5,84.7,20.5
26-09-2016,28.5,24.7,80.4,23
27-09-2016,28.2,25.1,83.6,20.5
28-09-2016,28.1,24.8,82.7,24.1
29-09-2016,28.2,23.9,78.3,18.4
30-09-2016,27.9,23.5,77.8,22.3
01-10-2016,26.7,24.1,85.9,18.4
02-10-2016,25.1,24.2,94.8,18.4
03-10-2016,25.9,24.3,91.1,23.4
04-10-2016,25.4,24.3,93.3,18.4
05-10-2016,26.1,24.2,89.2,22.3
06-10-2016,27,24.6,87.1,22.3
07-10-2016,27.6,24.7,85,22.3
08-10-2016,28,24.4,81.2,18.4
09-10-2016,28,24.8,83.2,20.5
10-10-2016,28.7,25.4,82.5,18.4
11-10-2016,28.6,24.7,80,22.3
12-10-2016,28.3,23.7,77,18.4
13-10-2016,28.3,22.4,71.8,20.5
14-10-2016,28.7,22.9,72,16.6
15-10-2016,29,23.1,71.2,16.6
16-10-2016,29.4,24.5,75.2,20.5
17-10-2016,30,23.3,68.3,16.6
18-10-2016,31,20.9,58.2,18.4
19-10-2016,30.4,19.3,52.9,20.5
20-10-2016,29.5,19.3,56.4,18.4
21-10-2016,28.9,20.2,60.3,18.4
22-10-2016,28.9,22.8,71,16.6
23-10-2016,28.4,23.3,74.5,20.9
24-10-2016,28.5,22.6,72,20.5
25-10-2016,28,21,67,20.5
26-10-2016,27.6,19.3,61.2,18.4
27-10-2016,29.3,18.8,55.7,20.5
28-10-2016,29.4,16.9,49.6,22.3
29-10-2016,28.5,18.1,55.4,14.8
30-10-2016,28.4,16.9,52.4,18.4
31-10-2016,30,18.9,52.4,20.5
01-11-2016,30.2,17.2,47.5,18.4
02-11-2016,29.5,13.1,38.3,18.4
03-11-2016,28.7,14.4,44,18.4
04-11-2016,27.9,15.9,49.6,18.4
05-11-2016,27.8,17.5,55.5,16.6
06-11-2016,28.2,15,47.5,14.8
07-11-2016,27.5,16.9,55.7,16.6
08-11-2016,28.3,13.4,42.5,18.4
09-11-2016,28,13.1,42.5,14.8
10-11-2016,26.9,13.5,45.5,16.6
11-11-2016,27.2,12.6,44.5,16.6
12-11-2016,27.6,14.5,47.8,14.8
13-11-2016,27.9,15.2,48.1,18.4
14-11-2016,27.8,15.8,50,14.8
15-11-2016,28.2,19.7,61.6,13
16-11-2016,29.4,21.1,62,16.6
17-11-2016,29.8,18.4,53.2,18.4
18-11-2016,28.6,14.2,43,18.4
19-11-2016,28,14.8,46.3,14.8
20-11-2016,26.9,14.8,50.1,16.6
21-11-2016,27.3,14.5,49.3,14.8
22-11-2016,27.5,14,46.4,16.6
23-11-2016,28.1,14.6,46.1,13
24-11-2016,28.3,14.6,45.7,16.6
25-11-2016,28.2,13.7,43.6,14.8
26-11-2016,27.5,13.6,45.6,15.1
27-11-2016,27.7,15,48.7,16.6
28-11-2016,28.1,16.7,52.6,18.4
29-11-2016,27.1,19.3,64.5,14.8
30-11-2016,27.2,18.7,61.1,14.8
01-12-2016,27.4,17.5,56.7,14.8
02-12-2016,27.9,16.1,51.7,18.4
03-12-2016,28.2,16.1,49.6,14.8
04-12-2016,29.7,19,53.7,18.4
05-12-2016,29.4,19.7,57.1,16.6
06-12-2016,28.6,17.1,51.7,14.8
07-12-2016,26.8,14.2,48.6,18.4
08-12-2016,27.1,13.7,46.2,16.6
09-12-2016,26.3,16,55.1,16.6
10-12-2016,25.9,15.5,55,16.6
11-12-2016,25.2,14.4,53.9,16.6
12-12-2016,26.5,15,52.5,19.1
13-12-2016,27.3,13.8,46,20.5
14-12-2016,28.3,15.3,46.9,18.4
15-12-2016,29,19.8,58.3,20.5
16-12-2016,29.4,18.5,53.2,18.4
17-12-2016,29,17.3,50.2,23.4
18-12-2016,28.1,13.2,41.2,18.4
19-12-2016,26.4,14.4,49.1,16.6
20-12-2016,27.1,14.8,48.7,16.6
21-12-2016,27.2,15.1,50.3,18.4
22-12-2016,26.2,16.1,55.7,23
23-12-2016,26.3,16.4,56.5,18.4
24-12-2016,25.9,16.8,59,14.8
25-12-2016,25.7,17.7,64.8,16.6
26-12-2016,26.4,15.7,55.2,16.6
27-12-2016,26.2,13.8,48.4,18.4
28-12-2016,26.1,11.4,41.7,16.6
29-12-2016,26.7,12.6,43.9,16.6
30-12-2016,27,14,47.6,20.5
31-12-2016,26.4,16.5,56.6,16.6
01-01-2017,25.8,16,57,14.8
02-01-2017,25.9,16.2,58.2,14.8
03-01-2017,26.1,12.9,46.8,22.3
04-01-2017,25.6,13.7,50.8,16.6
05-01-2017,25.2,15,55.4,14.8
06-01-2017,24.1,16.8,65.2,24.1
07-01-2017,23.9,17.7,69,18.4
08-01-2017,24.6,17.6,66.3,16.6
09-01-2017,24.6,14.7,55.5,22.3
10-01-2017,23.3,12,50.4,18.4
11-01-2017,22.6,12.6,55.3,18.4
12-01-2017,22.5,11.8,53.7,18.4
13-01-2017,23.6,13.5,55.6,20.5
14-01-2017,25.1,16.3,60,20.5
15-01-2017,25.7,19,68.5,18.4
16-01-2017,25.3,17.8,64.7,14.8
17-01-2017,24.5,15.5,58.9,16.6
18-01-2017,24.5,14.7,55.6,23.4
19-01-2017,25.7,15.5,55,18.4
20-01-2017,25.9,14.7,51.9,20.5
21-01-2017,26.7,14.4,48.9,16.6
22-01-2017,27.7,14.5,46.3,19.1
23-01-2017,28.7,13.8,43.1,18.4
24-01-2017,28.5,14.9,45.2,16.6
25-01-2017,28.2,14.4,44.8,14.8
26-01-2017,27.1,14.9,48.2,22.3
27-01-2017,25.4,13.6,49.8,20.5
28-01-2017,27.6,12.4,41.6,28.8
29-01-2017,28.2,12.7,39.5,16.6
30-01-2017,27.6,13.7,43.9,16.6
31-01-2017,27.1,14,46.4,18.4
01-02-2017,26.5,13.7,47.3,14.8
02-02-2017,27.1,16.4,54.8,18.4
03-02-2017,26.3,19,65.3,23.8
04-02-2017,25.1,19,69.8,20.5
05-02-2017,24.3,19.3,74.1,27.7
06-02-2017,23.6,14.6,58.8,24.1
07-02-2017,24.3,13.2,51.4,23.4
08-02-2017,25.6,16.8,59.4,20.5
09-02-2017,26.3,14.4,50.1,18.4
10-02-2017,26.2,14.2,49.1,16.6
11-02-2017,24.7,16.4,62.1,22.3
12-02-2017,24.9,14.8,56.8,18.4
13-02-2017,27,15.1,50.3,16.6
14-02-2017,28.9,14.8,44.3,18.4
15-02-2017,29.7,14.9,42.6,18.4
16-02-2017,29.9,14.7,41.7,20.5
17-02-2017,30.4,14.7,39.9,18.4
18-02-2017,31,11.9,33.6,20.5
19-02-2017,29.8,14.9,43.5,24.5
20-02-2017,29.2,17.3,51.5,24.1
21-02-2017,26.3,21.4,75,24.1
22-02-2017,26,20.6,72.7,18.4
23-02-2017,27.8,18.3,59.2,22.3
24-02-2017,28.7,15.1,46.9,27.7
25-02-2017,29.6,12.8,38.2,27.7
26-02-2017,29.6,13.3,40.4,22.3
27-02-2017,29.3,16,47.1,16.6
28-02-2017,29.5,13.5,40,25.2
01-03-2017,29.9,15.8,45.6,26.6
02-03-2017,28.7,16.5,49.9,29.5
03-03-2017,28,18,55.9,20.2
04-03-2017,27,19,63.9,20.5
05-03-2017,27.7,16.3,53.8,22.3
06-03-2017,27.2,19.3,63.3,18.4
07-03-2017,26.7,20.3,68.9,20.5
08-03-2017,27.4,19.9,65.2,18.4
09-03-2017,27.4,19.2,63.6,22.7
10-03-2017,26.7,19.9,66.9,24.1
11-03-2017,26.4,16.2,54.7,25.9
12-03-2017,25.4,12.6,46.4,24.1
13-03-2017,26.8,10.1,37,18.4
14-03-2017,28.3,12.3,39.7,18.4
15-03-2017,28.2,17.6,54,24.5
16-03-2017,28.4,17.6,55.3,22.3
17-03-2017,28,20.4,65.6,20.5
18-03-2017,28.6,19,58.2,24.1
19-03-2017,27.7,21.8,71.3,22.3
20-03-2017,28.2,22.3,71.7,25.9
21-03-2017,28.5,23.1,72.9,22.3
22-03-2017,29.1,21.8,66.5,18.4
23-03-2017,28.9,21.6,65.6,24.1
24-03-2017,28.9,22.8,70.1,22.3
25-03-2017,29.9,21.7,62.3,24.1
26-03-2017,30.7,21,59,31.7
27-03-2017,32.3,20.2,51.3,25.9
28-03-2017,30.1,25.1,75.5,22.3
29-03-2017,29.6,25.5,79.1,20.5
30-03-2017,29.4,25.3,79.2,22.3
31-03-2017,30,23.5,69.7,20.8
01-04-2017,29,23.3,71.7,18.4
02-04-2017,29,23.2,72.7,18.4
03-04-2017,29.3,23.4,72.1,20.5
04-04-2017,29.5,24.5,74.5,22.3
05-04-2017,29.4,24.4,74.7,20.5
06-04-2017,28.9,24.1,75.6,20.5
07-04-2017,28.7,20.3,61.9,22.3
08-04-2017,28.8,18.8,55.9,23.8
09-04-2017,31.1,18.5,49,18.4
10-04-2017,31,21,56.7,20.5
11-04-2017,30.5,24.9,72.9,22.3
12-04-2017,30.4,25.4,75.1,20.5
13-04-2017,30.7,24.1,68.8,18.4
14-04-2017,30.3,24.8,73.5,22.3
15-04-2017,29.9,25.5,77.6,20.5
16-04-2017,30.6,23.1,66,20.5
17-04-2017,29.8,25,75.9,22.3
18-04-2017,30.9,23.5,67,24.1
19-04-2017,30.2,24.7,72.9,20.5
20-04-2017,29.9,24.5,73.4,20.5
21-04-2017,30.1,24.2,70.9,24.1
22-04-2017,30,23.9,70.4,20.5
23-04-2017,30,23.5,68.6,18.4
24-04-2017,29.8,22.4,65.1,20.5
25-04-2017,29.6,22,64.8,22.3
26-04-2017,29.3,22.8,68.4,25.9
27-04-2017,29.7,23.1,68.3,25.9
28-04-2017,29.6,23.7,71,29.5
29-04-2017,29.5,23.5,70.6,22.3
30-04-2017,29.3,23.4,71.3,20.5
01-05-2017,30,24.4,72.6,24.1
02-05-2017,29.4,24.7,76.3,24.1
03-05-2017,29.8,25,75.9,18.4
04-05-2017,30.2,25.4,76.1,25.9
05-05-2017,30.9,26,75.3,25.9
06-05-2017,30.9,25.6,73.9,22.3
07-05-2017,30.7,24.7,70.7,20.5
08-05-2017,31.2,24.9,70.1,22.3
09-05-2017,30.8,24.9,71.5,20.5
10-05-2017,30.5,25.2,74.1,20.5
11-05-2017,30.7,25.5,74.5,20.5
12-05-2017,31.2,26.1,74.9,20.5
13-05-2017,31.2,24.5,67.9,25.9
14-05-2017,31.2,25.8,73.2,22.3
15-05-2017,30.9,25.2,71.9,25.9
16-05-2017,30.8,25.3,72.8,20.5
17-05-2017,31.2,25.5,72.2,22.3
18-05-2017,31.1,25.4,72.1,24.1
19-05-2017,30.8,25.1,71.8,22.3
20-05-2017,30.8,24.3,68.4,24.1
21-05-2017,30.7,23.4,65.5,27.7
22-05-2017,31,24.5,68.7,27.7
23-05-2017,31.4,25.6,71.9,25.9
24-05-2017,31.1,26,74.7,22.3
25-05-2017,31.1,25.9,74.4,22.3
26-05-2017,31.1,25.2,70.8,22.3
27-05-2017,31.2,25.1,70.3,22.3
28-05-2017,31.3,25.5,71.4,24.1
29-05-2017,31.6,26.4,74,25.9
30-05-2017,31.7,26.6,74.8,29.5
31-05-2017,31.7,26.3,73.3,22.3
01-06-2017,31.4,26.3,74.8,25.9
02-06-2017,30.8,26,76.1,22.3
03-06-2017,31.3,25.5,71.7,33.5
04-06-2017,31.2,25.5,72.3,27.7
05-06-2017,31.3,26,73.6,24.1
06-06-2017,31.5,25.7,71.8,24.1
07-06-2017,29.6,24.7,75.4,27.7
08-06-2017,28.6,24.7,80.3,16.6
09-06-2017,28.3,25,83,22.3
10-06-2017,27.9,24.8,83.5,18.4
11-06-2017,28.4,25.5,84.4,28.4
12-06-2017,28.3,25.5,85.2,22.3
13-06-2017,28.3,25.4,84.5,18.4
14-06-2017,30,26,79.5,20.5
15-06-2017,29.1,25.8,82.5,22.3
16-06-2017,30.1,26.1,79.5,25.9
17-06-2017,30.2,25.7,76.9,25.9
18-06-2017,31,26,75.2,24.1
19-06-2017,30.8,26,75.6,20.5
20-06-2017,30.8,25.7,74.1,25.9
21-06-2017,30.1,25.5,76.4,27.7
22-06-2017,29.5,25.8,80.7,33.5
23-06-2017,30.5,26.1,77.5,29.5
24-06-2017,30.4,26,77.2,31.7
25-06-2017,26.4,24.4,89.2,24.1
26-06-2017,27.8,25.5,87.7,25.9
27-06-2017,27.8,25.7,88.5,25.9
28-06-2017,27.4,25.7,90.8,25.9
29-06-2017,28.5,26,86.7,25.9
30-06-2017,29.6,26.1,81.5,33.5
01-07-2017,28.4,25.7,85.9,31.7
02-07-2017,27.9,25.7,88.1,31.7
03-07-2017,29.7,25.9,80.7,32.4
04-07-2017,29.2,25.7,81.5,22.3
05-07-2017,29.7,25.8,79.5,27.7
06-07-2017,29.5,25.6,79.8,33.5
07-07-2017,29.8,25.8,79.3,27.7
08-07-2017,29.7,25.4,78,24.1
09-07-2017,29,25.2,80.6,27.7
10-07-2017,29.3,25.4,79.8,22.3
11-07-2017,29.7,25.2,76.9,27.7
12-07-2017,29.8,24.8,74.5,25.9
13-07-2017,28.6,25.3,82.9,27.7
14-07-2017,28,25.2,85,31.7
15-07-2017,27.5,25.1,87.2,37.1
16-07-2017,28.2,25,82.9,29.5
17-07-2017,25.7,24.6,93.6,27.7
18-07-2017,26.1,25.1,94.1,24.1
19-07-2017,26.9,25.5,92.2,20.5
20-07-2017,27.5,25.6,89.5,27.7
21-07-2017,27.5,25.8,90.4,37.1
22-07-2017,27.4,25.6,90.2,37.1
23-07-2017,28.3,25.5,85.1,25.9
24-07-2017,28.7,25.7,83.7,33.5
25-07-2017,28.3,25.4,84.4,25.9
26-07-2017,28.6,25.3,82.3,25.9
27-07-2017,28.2,25.5,85.4,27.7
28-07-2017,28.5,25.4,83.6,27.7
29-07-2017,28.6,25.4,83.1,25.9
30-07-2017,28.2,25,82.8,29.5
31-07-2017,27.9,25.2,85.3,24.1
01-08-2017,28.2,25.3,84.2,26.2
02-08-2017,28.7,25.1,81.4,22.3
03-08-2017,28.5,25.1,82.2,25.9
04-08-2017,29.1,25.3,80.4,31.7
05-08-2017,29,25.1,79.7,24.1
06-08-2017,29.1,24.9,78.5,20.5
07-08-2017,28.7,25.1,81.2,22.3
08-08-2017,29.1,24.9,78.2,22.3
09-08-2017,28.9,24.9,79.4,25.9
10-08-2017,29.1,24.9,78.6,24.1
11-08-2017,29.1,24.8,77.7,25.9
12-08-2017,29,24.8,78.2,27.7
13-08-2017,28.2,24.9,82.5,24.1
14-08-2017,27.3,25,87.2,20.5
15-08-2017,27.5,25,86.6,16.6
16-08-2017,28.5,25.1,82,24.1
17-08-2017,29.1,25,78.4,25.9
18-08-2017,29.1,25,78.6,24.1
19-08-2017,27.4,25,86.8,22.3
20-08-2017,25.6,23.9,90.5,24.1
21-08-2017,25.3,23.8,91.6,16.6
22-08-2017,27.3,24.3,84.1,22.3
23-08-2017,28.5,25.4,83.9,22.3
24-08-2017,28.9,25.2,80.5,29.5
25-08-2017,26.9,25.2,90.6,29.5
26-08-2017,27.4,25.4,88.9,16.6
27-08-2017,28,25.6,86.6,22.3
28-08-2017,26.9,25.4,91.2,18.4
29-08-2017,25.7,24.9,95.1,46.4
30-08-2017,27.2,25,87.7,26.2
31-08-2017,28.6,24.9,81.1,27.7
01-09-2017,28.1,24.9,83,24.1
02-09-2017,28,25,84.1,22.3
03-09-2017,27.2,25.2,89.3,16.6
04-09-2017,28.9,25,80,18.4
05-09-2017,28.8,24.2,76.6,24.1
06-09-2017,28.9,24.3,76.7,18.4
07-09-2017,29.2,24.7,77.2,22.3
08-09-2017,29.5,25.6,79.9,20.5
09-09-2017,29.1,25.7,82.3,16.6
10-09-2017,29.3,26.2,83.5,20.5
11-09-2017,30.8,26.8,80,18.4
12-09-2017,31,25.9,74.7,18.4
13-09-2017,28.3,25.4,84.8,27.7
14-09-2017,29.1,25.6,82.1,20.5
15-09-2017,28,24.9,83.9,16.6
16-09-2017,28.1,25,83.5,16.6
17-09-2017,27,24.8,88,16.6
18-09-2017,28.2,24.5,80.8,24.1
